Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
122;1.22;-0.072129;0.149486;-0.066638;0.087345;0.149124;-0.23906;0.305466;0.797902;0.285729
123;1.23;-0.070292;0.149438;-0.064823;0.089225;0.149081;-0.237369;0.307237;0.797572;0.286315
124;1.24;-0.068548;0.149361;-0.063193;0.090942;0.14902;-0.235685;0.30909;0.797387;0.286927
125;1.25;-0.066598;0.149388;-0.061416;0.092709;0.149126;-0.234052;0.310751;0.796956;0.287561
126;1.26;-0.064771;0.149352;-0.059781;0.094463;0.149149;-0.232457;0.312589;0.796664;0.288162
127;1.27;-0.062921;0.149174;-0.057998;0.096443;0.149035;-0.230771;0.314503;0.796336;0.288827
128;1.28;-0.0611;0.149342;-0.056288;0.098209;0.148938;-0.229307;0.316364;0.795959;0.289342
129;1.29;-0.059361;0.149417;-0.054752;0.09978;0.1491;-0.227588;0.318208;0.795646;0.290012
130;1.3;-0.057587;0.149328;-0.053079;0.101516;0.149041;-0.226004;0.320255;0.795258;0.290585
131;1.31;-0.055665;0.149276;-0.051334;0.103214;0.14901;-0.22439;0.322193;0.794849;0.291164
132;1.32;-0.053935;0.149335;-0.049731;0.105233;0.148968;-0.222723;0.324131;0.794471;0.291849
133;1.33;-0.052086;0.149264;-0.047968;0.107093;0.148945;-0.221173;0.326175;0.794425;0.292581
134;1.34;-0.050245;0.149161;-0.046243;0.108754;0.148982;-0.219302;0.328004;0.793842;0.293578
135;1.35;-0.048373;0.149145;-0.044559;0.110631;0.148878;-0.217598;0.330095;0.793624;0.294283
136;1.36;-0.046476;0.149259;-0.042924;0.112466;0.149041;-0.215955;0.332198;0.793466;0.295198
137;1.37;-0.044827;0.14924;-0.041305;0.114354;0.149112;-0.214407;0.334239;0.793213;0.296263
138;1.38;-0.04298;0.149156;-0.039485;0.116024;0.148902;-0.212612;0.336149;0.792686;0.297462
139;1.39;-0.041218;0.149223;-0.037923;0.117857;0.148777;-0.211074;0.338196;0.792424;0.298654
140;1.4;-0.039259;0.149296;-0.036381;0.11967;0.148892;-0.209386;0.340396;0.792204;0.299865
141;1.41;-0.037363;0.149142;-0.034745;0.121404;0.148898;-0.207806;0.342433;0.791934;0.301018
142;1.42;-0.035615;0.149054;-0.033091;0.123379;0.148709;-0.206128;0.34463;0.791573;0.302457
143;1.43;-0.03386;0.149188;-0.031353;0.125252;0.148709;-0.204407;0.346693;0.791274;0.303824
144;1.44;-0.032084;0.149191;-0.029735;0.12686;0.148786;-0.202882;0.349076;0.790771;0.305265
145;1.45;-0.030409;0.149004;-0.028045;0.128674;0.148626;-0.201166;0.351232;0.79036;0.306773
146;1.46;-0.028595;0.149065;-0.026451;0.130387;0.148622;-0.199487;0.353367;0.789789;0.308457
147;1.47;-0.026884;0.149041;-0.024737;0.132139;0.14856;-0.197829;0.355562;0.789225;0.310103
148;1.48;-0.024869;0.149054;-0.023119;0.133977;0.148717;-0.196301;0.357682;0.788717;0.311873
149;1.49;-0.023027;0.148987;-0.021363;0.135738;0.148627;-0.194637;0.359929;0.788044;0.313897
150;1.5;-0.021283;0.14906;-0.019803;0.137521;0.148611;-0.192977;0.362012;0.787459;0.315838
151;1.51;-0.019611;0.149103;-0.018232;0.139308;0.148714;-0.191367;0.364212;0.786825;0.318039
152;1.52;-0.01768;0.149031;-0.0166;0.141147;0.148659;-0.189731;0.366111;0.78624;0.320318
153;1.53;-0.01594;0.149053;-0.014967;0.1429;0.148587;-0.188071;0.368173;0.785674;0.322877
154;1.54;-0.014299;0.149149;-0.013423;0.144591;0.148699;-0.1865;0.370266;0.785091;0.325253
155;1.55;-0.012694;0.149046;-0.011753;0.146318;0.148732;-0.184855;0.372337;0.784574;0.328058
156;1.56;-0.010825;0.148978;-0.010032;0.148052;0.148694;-0.18323;0.374325;0.783974;0.330854
157;1.57;-0.008946;0.149041;-0.008298;0.149933;0.148538;-0.181581;0.376251;0.783444;0.333738
158;1.58;-0.007153;0.149104;-0.006697;0.151862;0.148782;-0.180162;0.378008;0.782799;0.336965
159;1.59;-0.005421;0.149025;-0.00507;0.15371;0.148715;-0.178564;0.37974;0.782198;0.340092
160;1.6;-0.003619;0.148958;-0.003419;0.155172;0.148676;-0.176736;0.381443;0.781622;0.343458
161;1.61;-0.002017;0.149043;-0.001739;0.157008;0.148465;-0.175201;0.38316;0.781009;0.346517
162;1.62;-0.000323;0.149044;0.000001;0.158784;0.148666;-0.173487;0.384905;0.780369;0.34977
163;1.63;0.001635;0.149011;0.001593;0.160626;0.148681;-0.171855;0.386569;0.779831;0.353062
164;1.64;0.003563;0.149184;0.003218;0.162659;0.148472;-0.170308;0.387913;0.779383;0.356545
165;1.65;0.005361;0.149254;0.004835;0.164477;0.148534;-0.168584;0.389502;0.778831;0.360045
166;1.66;0.00726;0.149232;0.006428;0.166048;0.148633;-0.166891;0.390809;0.778311;0.36347
167;1.67;0.008933;0.149082;0.008051;0.167978;0.148469;-0.16524;0.392283;0.777696;0.367176
168;1.68;0.010881;0.149195;0.009752;0.169898;0.148387;-0.163407;0.393593;0.77716;0.370808
169;1.69;0.012634;0.149254;0.011424;0.171746;0.148502;-0.16176;0.394809;0.7766;0.374621
170;1.7;0.014275;0.149136;0.013072;0.173535;0.148652;-0.159997;0.396023;0.775973;0.378503
171;1.71;0.0161;0.149056;0.014754;0.175456;0.14841;-0.158413;0.397249;0.775425;0.382217
172;1.72;0.017932;0.149122;0.016356;0.177082;0.148379;-0.156823;0.398574;0.774711;0.386078
173;1.73;0.019851;0.149216;0.017933;0.178762;0.148526;-0.155178;0.399611;0.773992;0.390297
174;1.74;0.021623;0.149183;0.01956;0.180526;0.148525;-0.153775;0.400926;0.7733;0.394048
175;1.75;0.023334;0.149204;0.021218;0.182202;0.148444;-0.152171;0.402385;0.772601;0.397874
176;1.76;0.025033;0.149327;0.022835;0.183896;0.148607;-0.150442;0.403447;0.772097;0.401932
177;1.77;0.026777;0.149309;0.024437;0.185678;0.148619;-0.149039;0.404794;0.771425;0.40595
178;1.78;0.028704;0.149106;0.026123;0.187392;0.148524;-0.147422;0.406045;0.770879;0.410033
179;1.79;0.030489;0.149315;0.02777;0.189042;0.148571;-0.14566;0.407368;0.770371;0.413917
180;1.8;0.03229;0.149336;0.02946;0.190804;0.148689;-0.143978;0.408666;0.769757;0.417967
181;1.81;0.034086;0.14932;0.031088;0.192627;0.148622;-0.142496;0.409867;0.76911;0.421926
182;1.82;0.035771;0.149193;0.032767;0.194438;0.148643;-0.140817;0.41126;0.768447;0.425822
