Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
128;1.280000;-0.019057;0.797305;-0.005731;-0.262800;0.149634;-0.441188;-0.420213;0.149113;-0.276910
129;1.290000;-0.019184;0.797414;-0.005746;-0.262803;0.149633;-0.441199;-0.420205;0.149099;-0.276888
130;1.300000;-0.019324;0.797516;-0.005737;-0.262797;0.149642;-0.441194;-0.420235;0.149110;-0.276910
131;1.310000;-0.019456;0.797649;-0.005777;-0.262781;0.149619;-0.441182;-0.420149;0.149043;-0.276804
132;1.320000;-0.019587;0.797742;-0.005866;-0.262789;0.149631;-0.441178;-0.420179;0.149091;-0.276821
133;1.330000;-0.019725;0.797812;-0.005945;-0.262801;0.149625;-0.441188;-0.420182;0.149090;-0.276861
134;1.340000;-0.019850;0.797924;-0.006076;-0.262786;0.149626;-0.441204;-0.420204;0.149063;-0.276931
135;1.350000;-0.019957;0.797995;-0.006171;-0.262801;0.149645;-0.441182;-0.420216;0.149081;-0.276901
136;1.360000;-0.020062;0.798068;-0.006282;-0.262788;0.149637;-0.441185;-0.420207;0.149091;-0.276921
137;1.370000;-0.020166;0.798147;-0.006421;-0.262790;0.149627;-0.441201;-0.420197;0.149082;-0.276871
138;1.380000;-0.020231;0.798206;-0.006498;-0.262801;0.149649;-0.441211;-0.420194;0.149114;-0.276848
139;1.390000;-0.020305;0.798243;-0.006585;-0.262777;0.149628;-0.441173;-0.420150;0.149036;-0.276815
140;1.400000;-0.020392;0.798312;-0.006717;-0.262798;0.149648;-0.441195;-0.420147;0.149056;-0.276813
141;1.410000;-0.020448;0.798376;-0.006813;-0.262791;0.149633;-0.441176;-0.420227;0.149110;-0.276898
142;1.420000;-0.020513;0.798407;-0.006945;-0.262785;0.149631;-0.441178;-0.420229;0.149122;-0.276906
143;1.430000;-0.020551;0.798465;-0.007101;-0.262813;0.149635;-0.441214;-0.420164;0.149042;-0.276839
144;1.440000;-0.020562;0.798485;-0.007240;-0.262800;0.149623;-0.441195;-0.420222;0.149119;-0.276838
145;1.450000;-0.020564;0.798486;-0.007380;-0.262795;0.149634;-0.441194;-0.420194;0.149098;-0.276775
146;1.460000;-0.020558;0.798541;-0.007545;-0.262801;0.149624;-0.441176;-0.420192;0.149090;-0.276833
147;1.470000;-0.020580;0.798551;-0.007679;-0.262785;0.149634;-0.441191;-0.420182;0.149090;-0.276854
148;1.480000;-0.020569;0.798576;-0.007827;-0.262795;0.149640;-0.441180;-0.420186;0.149070;-0.276889
149;1.490000;-0.020554;0.798573;-0.007965;-0.262787;0.149616;-0.441181;-0.420197;0.149097;-0.276860
150;1.500000;-0.020545;0.798572;-0.008115;-0.262799;0.149628;-0.441193;-0.420176;0.149088;-0.276789
151;1.510000;-0.020566;0.798560;-0.008217;-0.262790;0.149633;-0.441188;-0.420210;0.149129;-0.276827
152;1.520000;-0.020549;0.798542;-0.008360;-0.262803;0.149636;-0.441191;-0.420176;0.149050;-0.276836
153;1.530000;-0.020566;0.798515;-0.008451;-0.262797;0.149626;-0.441195;-0.420156;0.149062;-0.276836
154;1.540000;-0.020568;0.798469;-0.008550;-0.262788;0.149627;-0.441197;-0.420207;0.149124;-0.276895
155;1.550000;-0.020564;0.798435;-0.008663;-0.262794;0.149636;-0.441183;-0.420220;0.149104;-0.276933
156;1.560000;-0.020545;0.798399;-0.008747;-0.262776;0.149622;-0.441198;-0.420157;0.149064;-0.276833
157;1.570000;-0.020540;0.798369;-0.008859;-0.262786;0.149627;-0.441202;-0.420157;0.149046;-0.276851
158;1.580000;-0.020517;0.798313;-0.008953;-0.262778;0.149637;-0.441207;-0.420155;0.149048;-0.276818
159;1.590000;-0.020482;0.798265;-0.009034;-0.262768;0.149629;-0.441203;-0.420236;0.149127;-0.276923
160;1.600000;-0.020467;0.798221;-0.009120;-0.262785;0.149632;-0.441184;-0.420197;0.149117;-0.276831
161;1.610000;-0.020443;0.798157;-0.009213;-0.262789;0.149632;-0.441204;-0.420186;0.149068;-0.276819
162;1.620000;-0.020408;0.798117;-0.009259;-0.262786;0.149633;-0.441207;-0.420183;0.149089;-0.276831
163;1.630000;-0.020406;0.798055;-0.009316;-0.262806;0.149642;-0.441202;-0.420191;0.149083;-0.276832
164;1.640000;-0.020362;0.798006;-0.009365;-0.262782;0.149651;-0.441198;-0.420181;0.149070;-0.276781
165;1.650000;-0.020372;0.797962;-0.009373;-0.262792;0.149643;-0.441185;-0.420199;0.149091;-0.276824
166;1.660000;-0.020370;0.797931;-0.009404;-0.262799;0.149630;-0.441180;-0.420226;0.149129;-0.276849
167;1.670000;-0.020325;0.797900;-0.009442;-0.262796;0.149618;-0.441195;-0.420165;0.149044;-0.276817
168;1.680000;-0.020307;0.797843;-0.009447;-0.262799;0.149642;-0.441182;-0.420152;0.149050;-0.276819
169;1.690000;-0.020277;0.797784;-0.009464;-0.262798;0.149614;-0.441181;-0.420179;0.149015;-0.276841
170;1.700000;-0.020234;0.797740;-0.009486;-0.262799;0.149634;-0.441200;-0.420158;0.149048;-0.276810
171;1.710000;-0.020207;0.797668;-0.009488;-0.262797;0.149629;-0.441186;-0.420157;0.149032;-0.276829
172;1.720000;-0.020163;0.797605;-0.009459;-0.262775;0.149622;-0.441199;-0.420158;0.149056;-0.276813
173;1.730000;-0.020142;0.797535;-0.009453;-0.262790;0.149621;-0.441198;-0.420243;0.149116;-0.276895
174;1.740000;-0.020089;0.797435;-0.009469;-0.262794;0.149619;-0.441203;-0.420236;0.149123;-0.276903
175;1.750000;-0.020059;0.797418;-0.009436;-0.262785;0.149627;-0.441204;-0.420231;0.149106;-0.276837
176;1.760000;-0.020047;0.797307;-0.009419;-0.262792;0.149616;-0.441189;-0.420199;0.149105;-0.276844
177;1.770000;-0.020038;0.797252;-0.009409;-0.262795;0.149632;-0.441186;-0.420200;0.149090;-0.276848
178;1.780000;-0.020030;0.797190;-0.009386;-0.262799;0.149611;-0.441184;-0.420216;0.149104;-0.276818
179;1.790000;-0.020005;0.797102;-0.009372;-0.262783;0.149605;-0.441186;-0.420223;0.149121;-0.276848
180;1.800000;-0.019980;0.797045;-0.009334;-0.262798;0.149629;-0.441185;-0.420244;0.149124;-0.276919
181;1.810000;-0.019960;0.796958;-0.009309;-0.262796;0.149624;-0.441186;-0.420164;0.149048;-0.276831
182;1.820000;-0.019945;0.796889;-0.009288;-0.262786;0.149627;-0.441186;-0.420144;0.149066;-0.276808
183;1.830000;-0.019893;0.796784;-0.009260;-0.262789;0.149631;-0.441199;-0.420155;0.149054;-0.276817
184;1.840000;-0.019862;0.796722;-0.009281;-0.262780;0.149626;-0.441190;-0.420153;0.149016;-0.276857
185;1.850000;-0.019852;0.796611;-0.009304;-0.262763;0.149630;-0.441194;-0.420153;0.149065;-0.276820
186;1.860000;-0.019838;0.796567;-0.009315;-0.262779;0.149637;-0.441186;-0.420156;0.149056;-0.276831
187;1.870000;-0.019800;0.796501;-0.009355;-0.262785;0.149628;-0.441196;-0.420162;0.149049;-0.276839
188;1.880000;-0.019803;0.796449;-0.009386;-0.262781;0.149636;-0.441192;-0.420154;0.149053;-0.276803
189;1.890000;-0.019785;0.796418;-0.009442;-0.262797;0.149641;-0.441202;-0.420159;0.149057;-0.276823
190;1.900000;-0.019810;0.796406;-0.009507;-0.262785;0.149630;-0.441188;-0.420154;0.149052;-0.276835
191;1.910000;-0.019814;0.796393;-0.009557;-0.262787;0.149625;-0.441196;-0.420154;0.149057;-0.276816
192;1.920000;-0.019833;0.796383;-0.009609;-0.262781;0.149627;-0.441201;-0.420146;0.149058;-0.276836
193;1.930000;-0.019889;0.796336;-0.009641;-0.262784;0.149629;-0.441192;-0.420163;0.149058;-0.276807
194;1.940000;-0.019931;0.796311;-0.009655;-0.262795;0.149633;-0.441196;-0.420144;0.149049;-0.276816
195;1.950000;-0.019973;0.796270;-0.009685;-0.262791;0.149630;-0.441192;-0.420158;0.149036;-0.276856
196;1.960000;-0.020039;0.796269;-0.009719;-0.262795;0.149628;-0.441181;-0.420163;0.149058;-0.276798
197;1.970000;-0.020117;0.796252;-0.009751;-0.262791;0.149635;-0.441183;-0.420137;0.149049;-0.276830
198;1.980000;-0.020187;0.796253;-0.009807;-0.262797;0.149636;-0.441194;-0.420153;0.149053;-0.276810
199;1.990000;-0.020238;0.796234;-0.009835;-0.262787;0.149632;-0.441191;-0.420150;0.149031;-0.276842
200;2.000000;-0.020293;0.796236;-0.009909;-0.262786;0.149621;-0.441203;-0.420176;0.149035;-0.276858
201;2.010000;-0.020369;0.796245;-0.009941;-0.262804;0.149615;-0.441194;-0.420158;0.149055;-0.276831
202;2.020000;-0.020436;0.796238;-0.009989;-0.262795;0.149622;-0.441201;-0.420173;0.149033;-0.276833
203;2.030000;-0.020492;0.796233;-0.010006;-0.262785;0.149613;-0.441201;-0.420155;0.149044;-0.276826
204;2.040000;-0.020566;0.796259;-0.010031;-0.262790;0.149622;-0.441201;-0.420174;0.149022;-0.276848
205;2.050000;-0.020609;0.796279;-0.010066;-0.262794;0.149620;-0.441187;-0.420174;0.149041;-0.276827
206;2.060000;-0.020745;0.796273;-0.010097;-0.262807;0.149627;-0.441196;-0.420158;0.149048;-0.276826
